15
9999	3.62407	4.21104	4.72574	0.858341	0.941847	6.12986	6.87626	2.11033	9.15552	9.50018	9.53236	3.74492	0.881419	7.91659	
3.62407	9999	4.04737	0.865932	8.69366	4.23169	3.51597	3.65352	7.88501	0.337262	5.0294	7.56617	7.1125	0.0976745	2.01255	
4.21104	4.04737	9999	2.34597	2.71461	3.36657	3.42153	0.251326	4.71997	3.83056	1.65393	9.18862	9.23782	8.40609	5.15542	
4.72574	0.865932	2.34597	9999	0.811881	5.84837	1.38428	7.92479	8.23088	4.13725	0.402852	1.94757	5.37345	8.78688	8.03593	
0.858341	8.69366	2.71461	0.811881	9999	4.26388	1.15562	6.96918	6.0828	5.69836	0.507311	6.90936	5.30057	2.0086	6.69528	
0.941847	4.23169	3.36657	5.84837	4.26388	9999	2.30862	9.10238	4.53171	5.55564	0.995291	3.47254	2.03168	6.56653	2.44587	
6.12986	3.51597	3.42153	1.38428	1.15562	2.30862	9999	0.771798	9.63105	1.77691	2.84427	0.929093	7.37487	7.07576	1.87013	
6.87626	3.65352	0.251326	7.92479	6.96918	9.10238	0.771798	9999	7.1456	3.8172	7.00987	0.333921	9.35655	7.27253	7.44228	
2.11033	7.88501	4.71997	8.23088	6.0828	4.53171	9.63105	7.1456	9999	2.65114	2.9296	0.821902	7.30533	3.32284	5.59148	
9.15552	0.337262	3.83056	4.13725	5.69836	5.55564	1.77691	3.8172	2.65114	9999	2.22268	4.19009	1.26373	0.76117	6.30356	
9.50018	5.0294	1.65393	0.402852	0.507311	0.995291	2.84427	7.00987	2.9296	2.22268	9999	4.22896	1.24611	9.08659	0.449615	
9.53236	7.56617	9.18862	1.94757	6.90936	3.47254	0.929093	0.333921	0.821902	4.19009	4.22896	9999	1.7596	6.50367	7.40584	
3.74492	7.1125	9.23782	5.37345	5.30057	2.03168	7.37487	9.35655	7.30533	1.26373	1.24611	1.7596	9999	9.95688	8.6806	
0.881419	0.0976745	8.40609	8.78688	2.0086	6.56653	7.07576	7.27253	3.32284	0.76117	9.08659	6.50367	9.95688	9999	1.55493	
7.91659	2.01255	5.15542	8.03593	6.69528	2.44587	1.87013	7.44228	5.59148	6.30356	0.449615	7.40584	8.6806	1.55493	9999	
