100
9999	2.60924	8.86249	9.37811	0.100407	5.31515	0.929701	5.82226	4.075	1.12951	7.3946	3.09054	6.9209	4.07166	7.67822	3.45645	6.07855	4.06377	0.71137	9.51081	0.601749	8.34081	6.32542	1.33235	6.16327	7.63085	3.77316	2.76441	1.74715	7.9667	1.72347	2.03259	4.86026	5.29966	1.22941	4.37775	9.40422	3.97905	6.21398	1.84371	2.93112	6.01994	2.1829	8.53484	6.3898	2.56885	7.94817	6.18847	4.82504	3.94443	1.67336	8.07996	0.684344	0.356999	5.13143	6.4979	8.45863	9.09358	8.07784	1.86345	3.39329	0.757829	6.68313	8.07996	1.21119	9.61709	7.08032	3.33195	2.97727	1.73531	9.26545	9.48074	1.9418	4.94681	1.51151	0.611162	5.40412	4.70418	0.432611	2.99003	9.72185	0.39526	7.65757	7.38337	0.915429	4.77463	7.79877	6.241	8.53849	2.99519	8.0329	5.55747	6.66521	2.13948	5.17	5.50129	8.06691	8.63566	9.87945	8.58495	
2.60924	9999	6.12531	4.75672	4.00364	9.66081	1.10947	0.390098	0.427145	6.61693	4.16033	2.42492	1.82792	5.96103	6.85743	7.79058	7.87985	2.45832	8.72068	1.80211	6.53616	6.52098	0.964621	8.14069	9.41272	8.96118	8.80601	2.96999	7.1954	6.55256	1.09884	8.17835	4.59578	7.86588	8.39546	7.08912	0.828278	3.52325	9.45432	7.57893	5.48155	9.38479	6.89751	5.40139	5.50949	7.61233	1.2862	3.50169	3.06169	3.57791	5.71841	9.27274	0.0830989	3.65717	9.21504	6.3324	9.59583	2.52543	1.15046	1.88137	9.39967	3.89949	4.79619	6.91634	7.65332	4.14181	3.37659	0.602052	6.71836	2.46895	5.21221	4.73971	4.88031	6.98345	1.99646	1.22759	1.43195	0.765117	7.08153	7.49967	5.43023	6.40134	7.4192	3.04195	3.65899	4.23078	6.08492	2.07176	7.51637	1.88744	8.92596	5.28023	5.00268	0.469657	2.91442	6.31965	7.18083	5.66435	8.60104	4.8384	
8.86249	6.12531	9999	5.33246	8.25912	5.48793	2.74832	8.28493	2.76714	1.78116	5.17182	5.98107	8.40306	7.53216	2.75317	8.86553	1.92297	3.52568	6.54011	9.1622	5.18336	3.2369	2.65874	3.66203	8.06964	1.7016	7.44532	3.70454	9.45159	8.12733	0.7056	2.81087	6.07156	5.84139	7.31474	6.75935	3.06503	6.55225	5.32881	7.01078	5.3777	2.71673	0.473908	2.27096	4.06863	4.89488	4.8794	8.80328	6.32451	7.68278	1.2197	5.0704	3.76709	1.45108	8.24151	0.0761147	7.48054	2.83941	0.47907	1.8343	4.54324	2.32441	7.09186	5.68197	4.28696	0.81431	3.32011	7.71709	9.17071	3.74341	9.0538	3.87823	8.84093	5.3109	7.99949	9.79655	1.41707	0.49395	2.44435	2.23392	1.27192	7.72711	6.1578	6.29232	7.49572	0.573812	1.86619	0.356088	1.76446	9.89342	4.15821	2.25183	9.50564	6.26378	5.49218	8.58647	4.52077	3.2779	5.86872	1.50331	
9.37811	4.75672	5.33246	9999	9.3693	1.41707	3.34318	3.26241	2.51936	4.16367	6.63515	4.83111	4.46399	4.67048	6.71198	7.602	3.5688	5.48793	8.40397	4.4154	4.29364	9.47011	9.17891	9.65504	7.80272	4.55843	6.2322	4.39536	8.60894	9.92014	8.57098	5.87145	6.31844	7.13255	5.89635	7.84615	6.66613	2.9964	0.316916	1.14257	0.961585	7.8671	2.94296	9.97874	7.5853	6.93244	1.89503	5.10744	5.45361	6.83709	2.78141	7.50726	2.29647	6.22066	8.87191	4.82868	7.96123	2.4237	2.22329	4.28362	6.33544	2.33473	1.93906	3.38873	4.56177	0.370057	2.11367	3.25178	4.37714	1.0208	4.94316	5.00359	4.10233	9.15522	1.30745	4.6228	5.46819	5.80556	4.8548	6.35427	4.45063	1.78754	1.83734	0.314487	9.9505	7.77387	2.33746	4.08958	9.7923	3.21959	5.37861	4.4646	7.47781	1.46718	3.85789	8.54578	9.36839	4.87575	1.0041	0.607822	
0.100407	4.00364	8.25912	9.3693	9999	6.12895	6.99772	5.0871	3.98421	7.2115	4.80439	3.93684	4.52624	3.06169	8.83243	5.40017	4.60185	3.37082	4.29546	5.99231	3.96447	6.16266	0.29566	3.71668	7.30411	6.23402	0.768154	6.86776	4.0668	7.18994	4.44395	5.5356	0.452652	6.29171	6.77635	6.87474	9.38114	5.9091	1.65119	1.36393	8.67848	0.895387	5.58388	0.912088	2.13189	5.62427	2.7225	6.08978	4.61339	0.36034	2.50873	3.53904	6.31297	9.95172	8.81968	0.0976745	5.94311	5.46121	2.88435	5.63429	8.74741	0.936381	7.45807	0.979197	9.5266	6.07156	6.1906	1.95546	5.76729	7.967	4.573	7.13649	1.38428	0.946402	6.40407	9.98937	6.36247	8.77686	3.10329	2.32957	2.75743	8.80237	8.51754	0.495164	1.74624	0.845891	7.69462	1.26767	2.98244	1.03386	1.52487	8.39455	0.843461	4.39293	5.77003	6.89478	8.03745	4.83294	7.27982	6.10071	
5.31515	9.66081	5.48793	1.41707	6.12895	9999	2.34232	6.91118	4.57149	8.71643	5.75515	8.54304	6.21823	6.9461	2.81937	8.44982	4.76917	2.27461	6.90693	7.56435	8.60408	0.701653	1.13042	8.43616	0.188469	9.86305	2.95237	1.74806	2.6393	9.73916	9.02283	3.69604	3.65777	2.98578	9.61071	3.98724	8.29738	7.13741	8.26277	7.61324	9.42305	5.16332	7.19905	0.298697	8.02136	5.18457	3.5351	0.885063	1.58105	6.92818	6.58991	0.701045	3.04226	5.82195	1.96093	2.92292	8.53606	1.46687	1.98826	1.78602	6.26864	2.08087	8.78142	5.19308	4.46672	1.60504	9.5269	0.282299	1.58894	0.666124	9.36292	5.30391	6.07004	8.28584	2.62776	7.86406	8.90075	5.98046	7.17141	2.53636	6.36824	0.191505	2.8382	7.50331	6.0998	5.39379	8.26307	4.56875	4.28847	4.21226	7.73015	0.615717	6.54618	5.50797	2.04534	5.59269	0.658533	7.95364	4.62007	5.70079	
0.929701	1.10947	2.74832	3.34318	6.99772	2.34232	9999	3.44248	9.96174	7.9582	5.47578	0.422893	2.84002	0.459029	8.47472	9.98603	8.4319	8.96877	0.31722	1.17566	8.56551	8.18958	2.79629	6.23493	6.67797	0.740825	4.09595	7.81487	9.23053	9.47224	2.99094	1.64755	8.08027	7.22182	1.91386	3.66324	0.18027	3.23022	7.66243	4.33797	6.37097	2.94326	3.98239	7.40948	6.2322	0.714406	4.55235	6.49911	9.46131	0.747809	1.35239	6.91695	1.64785	6.88537	6.49274	5.89908	4.80834	6.42988	2.48869	8.70095	0.500327	8.01377	9.00157	3.74128	5.63126	9.44552	1.43742	4.07682	8.98365	5.30148	8.8218	8.7471	8.81573	9.693	6.9382	1.22395	8.81543	4.9711	3.80535	7.65393	3.81416	0.760259	3.12759	3.77165	1.58621	4.6222	3.99089	1.6351	2.69335	9.14398	1.04145	5.55018	4.60033	5.70838	4.12328	9.1373	1.76901	0.381899	1.80424	1.51303	
5.82226	0.390098	8.28493	3.26241	5.0871	6.91118	3.44248	9999	8.15922	2.38241	7.1699	5.28448	4.18948	0.36034	0.867754	4.87848	3.74158	6.40953	9.27729	6.80672	3.96022	3.93562	3.44005	0.837692	3.47619	8.65145	5.87418	3.97874	1.06392	9.17708	1.36029	5.98259	1.15623	6.46541	8.96847	8.23695	7.87439	8.07693	0.966747	4.60307	4.15213	7.47659	5.98411	6.50701	7.06088	3.38023	2.45771	0.651852	6.86168	9.71638	9.39784	1.35513	0.291105	1.7842	0.396779	6.27957	5.21099	7.87833	8.11337	7.60777	8.42492	3.4027	5.36191	6.73657	2.44314	5.79736	9.63409	5.4354	3.30098	7.40462	7.13832	1.14499	6.20517	5.29207	3.87732	9.11301	9.92135	3.96568	8.80571	9.69057	6.97464	1.23123	7.83248	2.69062	0.923627	2.29526	2.36662	7.42861	7.48358	2.7137	2.01346	1.29106	1.25371	5.17425	5.32334	3.61587	3.63439	0.772405	7.45412	9.16919	
4.075	0.427145	2.76714	2.51936	3.98421	4.57149	9.96174	8.15922	9999	5.02697	9.61951	8.94236	7.85434	6.46025	1.9922	4.74821	3.89281	3.08477	3.80991	7.36849	2.45711	5.62731	8.65024	3.58338	6.34577	1.84645	0.0879574	8.07936	0.633937	3.8339	5.07313	4.0668	7.69219	3.60251	4.52503	3.78319	1.44319	2.70094	9.91346	9.04803	2.0669	7.95334	2.6557	5.26413	0.712888	9.80687	5.29389	7.83187	5.58085	4.54051	1.18569	5.81618	8.1829	7.16595	1.52305	0.937292	1.94453	6.82312	6.26226	6.62483	1.2118	0.551949	8.52634	6.20122	3.76375	7.49603	7.96731	3.59127	4.10749	0.413176	3.54755	6.42138	0.649423	4.80439	0.877471	5.24956	4.52138	4.0337	4.56997	7.69857	3.10117	0.249504	0.895387	2.17804	5.41535	8.78476	0.704385	9.4686	3.05501	7.48904	8.59618	7.30502	3.64532	6.72504	8.19778	5.63034	0.353052	2.78233	8.64355	7.90809	
1.12951	6.61693	1.78116	4.16367	7.2115	8.71643	7.9582	2.38241	5.02697	9999	4.61491	0.339995	3.30674	6.81583	5.58085	6.02875	5.2784	8.40579	3.34592	9.57761	0.697098	4.20527	9.32223	3.84695	4.32188	4.74518	1.61931	0.526441	8.70429	4.23594	7.3861	3.25452	1.39764	9.78228	1.48509	4.38929	0.766332	4.85358	2.3985	6.98406	6.22582	0.304163	4.98932	8.84792	2.52786	2.85824	1.66516	9.94716	3.48135	4.60003	0.220656	9.87398	6.05699	2.49446	1.353	6.89174	9.42639	2.21934	3.32709	5.08224	9.68571	5.38499	6.73931	1.30259	5.40564	4.07925	7.24885	8.22936	4.36682	1.70646	8.93082	5.59542	6.91573	4.46278	6.32117	5.25229	6.05243	2.41216	7.60109	2.75439	9.53935	3.91163	7.19723	1.10613	4.73576	3.04499	0.145349	8.71552	0.800342	3.51354	6.18817	8.14191	9.26788	8.49719	6.90814	6.64001	8.08755	0.430789	2.67088	5.87752	
