50
9999	6.27015	3.78804	3.63621	5.36829	6.16995	1.05997	3.51141	3.24662	2.78597	2.6223	8.7553	5.23862	0.0934233	0.63424	5.75545	9.35472	8.16772	7.28104	4.85662	8.04079	4.10264	4.10355	9.53115	2.31348	5.27871	2.04838	1.65727	7.36272	9.02222	4.82838	7.89838	3.91467	5.43054	1.53672	8.68516	3.57518	6.46966	9.95931	3.5433	3.34075	9.55301	7.97095	4.22531	7.44805	7.86315	3.31737	0.731411	1.20299	5.43448	
6.27015	9999	9.51566	9.98391	5.20704	9.94352	9.02131	3.48287	5.07131	1.03294	9.70029	2.81937	4.43727	6.31965	7.10491	0.0621464	6.34728	4.30244	8.33321	1.84645	1.62781	5.23012	9.58186	3.44035	8.13341	9.23964	3.56273	2.55367	0.712281	3.77438	8.40154	8.42431	4.59365	8.0496	5.13083	6.69346	3.00248	8.16347	4.25021	4.75429	1.35907	9.53085	9.06928	8.639	8.31469	0.485751	6.74508	6.37249	7.32719	3.97631	
3.78804	9.51566	9999	3.49258	7.86224	7.38975	1.24824	6.02206	7.30624	7.80333	3.94747	5.48246	7.72711	5.4108	8.7799	5.26838	3.47497	8.5391	1.71223	9.66597	0.604482	6.95885	4.556	4.7473	0.812792	1.41161	2.5564	7.68824	8.9545	2.2157	4.54416	6.96796	9.71001	0.997113	4.61005	8.92899	3.2779	4.16003	7.31474	3.19864	5.87266	2.79022	4.79498	2.76168	5.3862	7.40766	8.07298	1.02353	6.85531	2.36328	
3.63621	9.98391	3.49258	9999	1.03902	1.65909	8.84063	7.99312	8.95723	3.39238	5.55625	5.82378	0.712584	5.93856	5.10927	4.49861	5.7093	8.81603	9.4361	1.71193	5.42902	9.55392	5.99474	0.424108	0.460851	2.85369	6.35245	3.79472	2.06751	7.13133	2.62685	7.80303	0.839817	0.595979	6.2659	5.55048	9.76375	2.24697	0.32967	2.30801	5.3947	0.838907	9.56152	5.5517	3.76831	7.00015	9.95172	8.95632	5.18852	1.2039	
5.36829	5.20704	7.86224	1.03902	9999	1.49147	4.23655	4.72514	3.02859	5.61759	9.95324	1.5607	4.55175	2.58738	1.92813	5.01817	3.27	8.0997	3.03345	0.259221	6.73809	5.88724	8.04686	0.836781	5.51404	5.25472	1.34298	1.83916	5.51404	9.93502	1.81213	0.609644	6.90116	8.03411	4.71815	8.23179	0.721694	8.24728	3.64654	9.80809	9.71243	3.25694	2.05385	5.68106	5.68197	4.89944	8.51389	2.0669	8.50569	2.15891	
6.16995	9.94352	7.38975	1.65909	1.49147	9999	4.77129	3.65201	0.125004	6.47998	0.107999	5.97682	8.34415	5.60302	1.92327	0.352748	3.7677	0.363376	6.08371	9.04074	4.46824	5.36373	6.0998	4.23017	1.88106	8.85308	5.27901	7.15441	3.01189	1.57771	1.06969	1.98006	1.45594	0.289587	5.33397	0.600838	3.16372	6.51521	0.1247	2.43038	9.00673	5.38408	2.15193	6.21853	0.468442	4.81684	6.15993	7.04054	9.62407	0.963407	
1.05997	9.02131	1.24824	8.84063	4.23655	4.77129	9999	0.30477	6.13199	1.32658	9.50321	2.85186	6.51794	6.96857	8.88861	4.83233	2.2078	8.88436	4.79953	6.77939	3.55817	4.80925	2.18898	4.33402	7.07485	0.218835	4.63252	1.38792	1.9998	9.70515	6.46935	5.05704	1.56465	4.26783	7.89321	1.54917	2.19808	5.07981	8.5309	6.52553	7.82155	1.89989	9.66901	9.91194	2.62108	6.14292	0.563488	8.26459	9.42973	6.33332	
3.51141	3.48287	6.02206	7.99312	4.72514	3.65201	0.30477	9999	8.74649	4.34738	7.65879	6.60114	0.708333	7.81882	7.10947	5.494	1.43013	6.24131	1.85677	6.21641	0.234928	9.96235	1.03446	5.1205	1.48327	0.774531	9.96569	9.75616	6.49091	7.30654	9.21474	3.46009	6.58262	7.70282	4.00759	7.28711	2.51753	1.94605	2.5476	7.01199	0.846802	4.12511	5.61638	5.46364	2.43828	8.45437	5.2945	7.71041	3.38205	7.70069	
3.24662	5.07131	7.30624	8.95723	3.02859	0.125004	6.13199	8.74649	9999	5.54168	0.36034	3.6101	8.36844	2.76532	1.1535	3.6435	1.90475	8.77382	1.29682	4.69872	5.4193	4.48312	6.07794	2.51996	1.83369	6.28868	6.15719	0.119234	2.40731	4.1078	5.47153	9.88522	1.84918	2.75864	7.80272	0.598712	9.16828	5.28508	8.33716	8.56643	4.06771	0.734751	1.72954	0.253755	2.03563	3.96113	3.24267	4.13482	8.29435	0.995595	
2.78597	1.03294	7.80333	3.39238	5.61759	6.47998	1.32658	4.34738	5.54168	9999	4.91948	9.58976	3.94686	6.76724	2.67149	1.31261	3.19986	9.11605	6.2826	5.16757	6.58991	5.87236	9.0122	6.49942	8.49233	8.45498	7.89746	4.88972	3.24844	9.80505	1.69249	6.66673	8.88071	9.01098	7.79088	0.254059	2.9873	0.892654	5.1618	4.22288	8.68364	2.99701	3.86517	4.27815	6.2826	8.3736	8.85885	8.34566	8.08148	6.23493	
2.6223	9.70029	3.94747	5.55625	9.95324	0.107999	9.50321	7.65879	0.36034	4.91948	9999	9.01705	6.14019	1.79634	8.62139	7.83127	2.68181	0.512777	6.26651	7.8006	1.69006	4.19404	0.743861	4.79376	8.82059	1.16321	6.23523	3.88309	0.329366	3.65535	8.79872	3.48317	6.72807	7.04965	5.33549	9.04803	8.25882	6.18118	0.675234	3.25543	0.70894	8.09606	5.38225	3.58672	7.99585	5.49066	2.25092	4.87575	2.03107	9.40574	
8.7553	2.81937	5.48246	5.82378	1.5607	5.97682	2.85186	6.60114	3.6101	9.58976	9.01705	9999	3.69725	7.38823	3.8096	5.91518	8.80996	7.60504	7.82064	5.02576	2.1659	3.02039	3.72731	6.73475	2.18412	7.52821	6.07521	2.70489	2.61106	9.30614	7.75535	7.65818	3.96447	7.07546	6.79822	0.145653	8.38757	6.89144	2.32137	5.59664	5.57629	5.89088	9.69938	2.30103	2.34354	4.35983	0.736877	2.63232	4.07743	2.89012	
5.23862	4.43727	7.72711	0.712584	4.55175	8.34415	6.51794	0.708333	8.36844	3.94686	6.14019	3.69725	9999	7.96396	0.113161	0.653371	6.08887	0.325723	5.27962	4.37259	9.51536	8.19384	0.247682	3.41545	1.25006	5.47123	5.08953	7.74928	4.53171	6.81219	6.31965	1.22121	3.80444	7.13498	0.299608	6.62847	9.47042	2.54274	1.36576	7.84341	4.18857	8.39091	8.77808	5.43843	6.11104	5.15299	1.20785	9.59067	1.84888	6.4317	
0.0934233	6.31965	5.4108	5.93856	2.58738	5.60302	6.96857	7.81882	2.76532	6.76724	1.79634	7.38823	7.96396	9999	2.6059	7.90354	4.46247	0.66825	9.56304	0.483625	9.16585	0.690417	3.11271	0.604178	2.53515	2.40579	4.24262	3.74796	6.87292	7.18295	7.99706	2.45528	7.05542	8.72402	4.20193	9.97723	0.220656	9.4194	9.2445	1.00167	5.67741	6.79397	8.47745	1.11159	6.73415	5.08194	2.3408	4.38382	0.136239	2.48808	
0.63424	7.10491	8.7799	5.10927	1.92813	1.92327	8.88861	7.10947	1.1535	2.67149	8.62139	3.8096	0.113161	2.6059	9999	6.02024	0.541321	5.4105	9.17587	6.67645	9.97328	0.84498	6.73779	6.67463	0.0730781	6.56683	3.6927	7.59502	9.07354	2.83698	8.20902	3.74766	2.56673	3.52659	2.94994	9.13579	7.79392	2.74862	1.94817	7.47477	1.14317	5.15117	5.74331	8.42219	4.38838	7.10097	4.34678	0.126218	4.40781	9.91619	
5.75545	0.0621464	5.26838	4.49861	5.01817	0.352748	4.83233	5.494	3.6435	1.31261	7.83127	5.91518	0.653371	7.90354	6.02024	9999	3.46981	1.13953	2.66511	2.01984	4.67169	1.81274	8.19475	1.13012	4.42026	8.16195	1.76537	3.80353	2.41885	8.17774	3.3778	3.09874	4.59122	3.91649	2.1082	1.28164	1.13194	8.93962	9.80505	9.18073	4.51197	5.19793	7.60838	8.86978	8.44284	7.67336	6.99347	0.637277	2.44496	2.02257	
9.35472	6.34728	3.47497	5.7093	3.27	3.7677	2.2078	1.43013	1.90475	3.19986	2.68181	8.80996	6.08887	4.46247	0.541321	3.46981	9999	4.2578	1.46566	2.52604	3.03892	0.402245	6.52978	3.75221	9.12728	4.631	9.7929	4.27967	1.10188	4.36712	5.65464	6.62969	9.26241	9.05562	8.03229	6.46601	8.99762	1.40736	8.82636	4.01397	7.1784	2.85217	1.70373	8.57888	9.93957	7.25158	3.10299	1.65393	5.25593	9.54512	
