20
9999	1.70464	5.04155	3.79199	8.80844	1.8261	7.74078	2.61319	2.95875	3.47679	3.55028	4.44607	5.28539	6.38919	4.33554	5.18336	8.27309	8.04413	8.27036	3.62225	
1.70464	9999	0.745987	1.74442	1.88987	6.50336	8.72068	4.55661	1.8838	3.87459	6.37917	7.22456	2.61531	8.37391	3.44521	1.8422	8.78324	8.24394	3.30614	9.23113	
5.04155	0.745987	9999	9.253	7.27375	8.8048	3.10511	1.82884	1.48509	8.85035	1.23215	4.59244	6.05516	3.37355	1.76476	4.37654	2.18898	9.72185	5.09924	6.85652	
3.79199	1.74442	9.253	9999	6.99074	8.51632	8.39243	9.47103	6.69528	0.92636	4.13816	1.95637	6.05577	6.02662	9.23873	4.76066	3.90192	1.03963	6.71684	1.36424	
8.80844	1.88987	7.27375	6.99074	9999	8.36237	1.28711	5.60787	3.63014	1.26767	4.04889	1.68186	6.7059	5.02971	3.09722	4.72271	2.95177	2.3068	7.06696	4.57483	
1.8261	6.50336	8.8048	8.51632	8.36237	9999	0.470264	1.05572	9.71942	1.8838	6.7551	5.23043	4.46308	5.58571	2.64052	4.62554	1.14469	3.67508	6.36672	2.82757	
7.74078	8.72068	3.10511	8.39243	1.28711	0.470264	9999	8.11276	8.3068	4.1913	7.718	7.22759	2.65995	6.56653	3.49471	4.21529	0.0736854	6.30629	7.75474	2.9381	
2.61319	4.55661	1.82884	9.47103	5.60787	1.05572	8.11276	9999	3.07353	8.216	3.75495	5.88269	3.15643	6.11256	0.642743	8.83456	7.95577	7.05086	1.82398	2.49415	
2.95875	1.8838	1.48509	6.69528	3.63014	9.71942	8.3068	3.07353	9999	7.78997	8.53758	4.91128	8.70186	7.53216	8.64781	2.46743	4.82231	5.94828	4.57968	7.49086	
3.47679	3.87459	8.85035	0.92636	1.26767	1.8838	4.1913	8.216	7.78997	9999	2.76319	8.63566	9.80475	3.2032	6.82555	6.46693	5.55261	0.28898	7.40705	5.67164	
3.55028	6.37917	1.23215	4.13816	4.04889	6.7551	7.718	3.75495	8.53758	2.76319	9999	6.04271	1.64816	3.41151	1.65362	3.94382	8.05749	1.43286	2.58039	5.32729	
4.44607	7.22456	4.59244	1.95637	1.68186	5.23043	7.22759	5.88269	4.91128	8.63566	6.04271	9999	4.10658	4.46642	4.79619	0.196364	8.05233	7.86771	6.18817	8.20598	
5.28539	2.61531	6.05516	6.05577	6.7059	4.46308	2.65995	3.15643	8.70186	9.80475	1.64816	4.10658	9999	5.55473	5.35736	9.31221	5.85505	0.191505	2.89984	0.905712	
6.38919	8.37391	3.37355	6.02662	5.02971	5.58571	6.56653	6.11256	7.53216	3.2032	3.41151	4.46642	5.55473	9999	4.116	0.716532	3.44795	8.84458	3.18437	8.80267	
4.33554	3.44521	1.76476	9.23873	3.09722	2.64052	3.49471	0.642743	8.64781	6.82555	1.65362	4.79619	5.35736	4.116	9999	0.182092	4.27026	3.76163	6.33726	0.938507	
5.18336	1.8422	4.37654	4.76066	4.72271	4.62554	4.21529	8.83456	2.46743	6.46693	3.94382	0.196364	9.31221	0.716532	0.182092	9999	8.64872	0.554682	6.01538	2.05354	
8.27309	8.78324	2.18898	3.90192	2.95177	1.14469	0.0736854	7.95577	4.82231	5.55261	8.05749	8.05233	5.85505	3.44795	4.27026	8.64872	9999	4.32947	8.0584	5.09408	
8.04413	8.24394	9.72185	1.03963	2.3068	3.67508	6.30629	7.05086	5.94828	0.28898	1.43286	7.86771	0.191505	8.84458	3.76163	0.554682	4.32947	9999	3.96963	8.37451	
8.27036	3.30614	5.09924	6.71684	7.06696	6.36672	7.75474	1.82398	4.57968	7.40705	2.58039	6.18817	2.89984	3.18437	6.33726	6.01538	8.0584	3.96963	9999	4.49648	
3.62225	9.23113	6.85652	1.36424	4.57483	2.82757	2.9381	2.49415	7.49086	5.67164	5.32729	8.20598	0.905712	8.80267	0.938507	2.05354	5.09408	8.37451	4.49648	9999	
