20
9999	1.93147	8.56764	2.91381	4.93466	4.9963	8.00678	9.26454	9.52356	6.3822	8.62837	1.55585	4.80439	1.40493	0.916036	4.4151	3.28518	6.8049	5.68409	5.97166	
1.93147	9999	3.28883	5.15299	8.27522	7.25522	6.18209	3.85819	6.65914	8.49021	4.00789	3.86517	2.10759	8.47138	7.48024	6.46237	4.8882	8.62139	0.228855	2.54092	
8.56764	3.28883	9999	3.05623	8.36176	8.65631	3.07414	6.58809	3.30219	4.13543	5.40381	5.4858	2.72676	6.02358	3.8594	3.84331	8.23361	2.71036	8.94387	8.30528	
2.91381	5.15299	3.05623	9999	9.80444	9.4276	4.50741	3.56212	0.862896	9.39268	6.15385	2.2573	8.89802	7.45898	1.03841	2.95268	3.9089	2.54911	1.96032	3.2284	
4.93466	8.27522	8.36176	9.80444	9999	9.60008	8.53758	5.85687	1.06453	0.981626	9.46769	9.99818	2.22663	2.85703	8.61228	5.34642	6.60388	2.69578	7.51667	0.875346	
4.9963	7.25522	8.65631	9.4276	9.60008	9999	1.17718	2.83061	4.88152	8.26064	2.21054	4.57604	0.675234	0.939418	5.19004	0.45083	5.78339	5.80525	4.51197	5.91002	
8.00678	6.18209	3.07414	4.50741	8.53758	1.17718	9999	2.78263	3.22749	1.14135	7.76355	7.40159	2.61592	1.03871	9.93988	7.10218	9.01918	2.17926	4.02065	5.94281	
9.26454	3.85819	6.58809	3.56212	5.85687	2.83061	2.78263	9999	9.17921	2.8136	5.4029	1.90991	0.977071	8.89316	2.41763	6.48089	5.64644	3.65656	9.01189	2.24788	
9.52356	6.65914	3.30219	0.862896	1.06453	4.88152	3.22749	9.17921	9999	7.08518	6.55529	8.61957	8.07237	6.39405	5.41019	9.68116	8.29769	6.62695	8.37998	0.434736	
6.3822	8.49021	4.13543	9.39268	0.981626	8.26064	1.14135	2.8136	7.08518	9999	5.03699	6.42289	9.58338	3.54512	9.77134	6.56106	5.50159	8.2321	4.41115	8.60651	
8.62837	4.00789	5.40381	6.15385	9.46769	2.21054	7.76355	5.4029	6.55529	5.03699	9999	5.26231	0.373093	6.47361	9.68875	2.77048	7.54765	9.81659	2.42947	3.04378	
1.55585	3.86517	5.4858	2.2573	9.99818	4.57604	7.40159	1.90991	8.61957	6.42289	5.26231	9999	1.37517	5.23164	3.96447	1.06908	1.9919	1.59897	3.67174	5.53287	
4.80439	2.10759	2.72676	8.89802	2.22663	0.675234	2.61592	0.977071	8.07237	9.58338	0.373093	1.37517	9999	8.10183	3.14095	2.80328	5.74604	7.89625	2.78718	5.78521	
1.40493	8.47138	6.02358	7.45898	2.85703	0.939418	1.03871	8.89316	6.39405	3.54512	6.47361	5.23164	8.10183	9999	3.96295	2.73951	6.88537	7.02748	1.4687	0.402548	
0.916036	7.48024	3.8594	1.03841	8.61228	5.19004	9.93988	2.41763	5.41019	9.77134	9.68875	3.96447	3.14095	3.96295	9999	2.01862	2.16377	0.931523	9.24905	8.51997	
4.4151	6.46237	3.84331	2.95268	5.34642	0.45083	7.10218	6.48089	9.68116	6.56106	2.77048	1.06908	2.80328	2.73951	2.01862	9999	7.86011	2.94539	0.100711	2.08391	
3.28518	4.8882	8.23361	3.9089	6.60388	5.78339	9.01918	5.64644	8.29769	5.50159	7.54765	1.9919	5.74604	6.88537	2.16377	7.86011	9999	9.66021	9.50868	6.49547	
6.8049	8.62139	2.71036	2.54911	2.69578	5.80525	2.17926	3.65656	6.62695	8.2321	9.81659	1.59897	7.89625	7.02748	0.931523	2.94539	9.66021	9999	7.27739	1.1122	
5.68409	0.228855	8.94387	1.96032	7.51667	4.51197	4.02065	9.01189	8.37998	4.41115	2.42947	3.67174	2.78718	1.4687	9.24905	0.100711	9.50868	7.27739	9999	2.4155	
5.97166	2.54092	8.30528	3.2284	0.875346	5.91002	5.94281	2.24788	0.434736	8.60651	3.04378	5.53287	5.78521	0.402548	8.51997	2.08391	6.49547	1.1122	2.4155	9999	
