25
0	3.79479	0.445943	7.39682	6.50009	1.46746	7.04997	3.0464	9.38244	3.77726	6.09704	0.137465	8.82591	4.15765	7.14061	5.39881	2.2246	2.23306	1.23814	1.6161	9.99879	5.66197	1.20943	6.29373	4.79636	
3.79479	0	6.16714	0.935096	6.89467	3.0606	3.07178	9.93202	6.856	2.47024	4.11988	7.58414	5.72814	8.11076	7.59472	2.97147	9.03257	9.08877	4.41416	5.07342	9.98459	9.84924	4.22019	0.184899	8.98121	
0.445943	6.16714	0	7.60046	5.33808	8.63164	3.09807	0.311493	1.72246	0.81243	1.59344	5.78796	6.16744	2.06175	9.56553	7.98719	4.69968	7.95818	6.05928	9.08091	9.52474	9.86736	7.27476	4.42685	6.65267	
7.39682	0.935096	7.60046	0	9.75648	3.56366	9.45676	5.17372	7.25874	9.37368	5.13898	4.10024	6.32606	4.92537	0.330226	4.55677	4.65466	8.77757	8.36999	2.03093	3.31319	0.671636	7.52946	7.26388	9.66644	
6.50009	6.89467	5.33808	9.75648	0	3.10955	9.37579	0.794604	1.71853	1.44993	7.65847	8.34189	5.1707	1.08435	1.07831	4.02894	3.81654	0.477364	1.14931	6.8415	2.87056	0.425095	0.711216	8.02495	5.45712	
1.46746	3.0606	8.63164	3.56366	3.10955	0	6.52819	2.40195	5.70185	4.04405	6.61973	3.45187	2.23034	4.46008	8.85794	6.40733	2.97087	6.07771	3.4135	1.64088	0.68916	5.29276	2.76602	1.16381	4.06399	
7.04997	3.07178	3.09807	9.45676	9.37579	6.52819	0	5.29186	3.74071	0.290646	5.42026	0.236564	6.49556	6.0771	5.56257	5.95051	2.89322	9.0791	0.730854	6.24328	0.168886	7.6494	9.94592	5.75805	2.22551	
3.0464	9.93202	0.311493	5.17372	0.794604	2.40195	5.29186	0	0.931773	8.17179	8.97396	4.56553	0.355	1.96326	7.34727	4.39875	5.49429	4.12472	2.13094	2.72947	4.00477	5.44383	6.25022	9.86132	0.887057	
9.38244	6.856	1.72246	7.25874	1.71853	5.70185	3.74071	0.931773	0	6.93305	3.273	1.42334	8.09656	2.74125	4.8595	4.66614	9.65134	6.86446	6.52063	4.71327	1.55387	3.92017	2.87691	8.92984	2.88083	
3.77726	2.47024	0.81243	9.37368	1.44993	4.04405	0.290646	8.17179	6.93305	0	6.21578	0.846269	8.59327	8.65309	8.27542	3.84827	7.72131	8.54372	1.25143	4.45616	6.74784	2.43579	6.69164	8.08659	1.99679	
6.09704	4.11988	1.59344	5.13898	7.65847	6.61973	5.42026	8.97396	3.273	6.21578	0	8.1875	4.98247	6.35416	7.45241	2.51102	5.04109	1.88228	1.36654	8.13493	1.88077	3.19838	2.20949	0.843248	9.21596	
0.137465	7.58414	5.78796	4.10024	8.34189	3.45187	0.236564	4.56553	1.42334	0.846269	8.1875	0	2.40256	8.20049	7.96755	2.8331	2.74216	4.92325	2.62855	1.49978	9.77582	2.97057	4.89395	2.32974	3.76306	
8.82591	5.72814	6.16744	6.32606	5.1707	2.23034	6.49556	0.355	8.09656	8.59327	4.98247	2.40256	0	3.21167	4.05855	7.27899	4.96374	0.134443	4.30781	6.19403	1.97957	9.9571	5.97196	4.58517	3.32467	
4.15765	8.11076	2.06175	4.92537	1.08435	4.46008	6.0771	1.96326	2.74125	8.65309	6.35416	8.20049	3.21167	0	6.25234	6.83334	1.14478	2.15692	7.19137	3.99268	3.18327	5.45924	9.04133	1.55658	4.80361	
7.14061	7.59472	9.56553	0.330226	1.07831	8.85794	5.56257	7.34727	4.8595	8.27542	7.45241	7.96755	4.05855	6.25234	0	6.69708	0.12266	4.65556	6.0904	3.74614	7.27113	5.04683	8.02979	0.517548	3.09686	
5.39881	2.97147	7.98719	4.55677	4.02894	6.40733	5.95051	4.39875	4.66614	3.84827	2.51102	2.8331	7.27899	6.83334	6.69708	0	8.12134	2.03516	4.96706	2.29439	7.56269	7.60167	1.52184	6.99589	6.97685	
2.2246	9.03257	4.69968	4.65466	3.81654	2.97087	2.89322	5.49429	9.65134	7.72131	5.04109	2.74216	4.96374	1.14478	0.12266	8.12134	0	8.65611	9.61448	0.713935	4.6468	0.530842	8.34914	7.27627	1.12333	
2.23306	9.08877	7.95818	8.77757	0.477364	6.07771	9.0791	4.12472	6.86446	8.54372	1.88228	4.92325	0.134443	2.15692	4.65556	2.03516	8.65611	0	8.03221	7.29198	8.38993	5.21058	9.31597	3.81866	3.54311	
1.23814	4.41416	6.05928	8.36999	1.14931	3.4135	0.730854	2.13094	6.52063	1.25143	1.36654	2.62855	4.30781	7.19137	6.0904	4.96706	9.61448	8.03221	0	8.95522	2.25784	7.99897	5.88192	6.20158	9.42927	
1.6161	5.07342	9.08091	2.03093	6.8415	1.64088	6.24328	2.72947	4.71327	4.45616	8.13493	1.49978	6.19403	3.99268	3.74614	2.29439	0.713935	7.29198	8.95522	0	4.15916	0.363158	5.51906	0.949901	0.402737	
9.99879	9.98459	9.52474	3.31319	2.87056	0.68916	0.168886	4.00477	1.55387	6.74784	1.88077	9.77582	1.97957	3.18327	7.27113	7.56269	4.6468	8.38993	2.25784	4.15916	0	4.33138	3.16152	6.54934	5.5245	
5.66197	9.84924	9.86736	0.671636	0.425095	5.29276	7.6494	5.44383	3.92017	2.43579	3.19838	2.97057	9.9571	5.45924	5.04683	7.60167	0.530842	5.21058	7.99897	0.363158	4.33138	0	9.31295	5.46921	9.99486	
1.20943	4.22019	7.27476	7.52946	0.711216	2.76602	9.94592	6.25022	2.87691	6.69164	2.20949	4.89395	5.97196	9.04133	8.02979	1.52184	8.34914	9.31597	5.88192	5.51906	3.16152	9.31295	0	5.40123	3.57816	
6.29373	0.184899	4.42685	7.26388	8.02495	1.16381	5.75805	9.86132	8.92984	8.08659	0.843248	2.32974	4.58517	1.55658	0.517548	6.99589	7.27627	3.81866	6.20158	0.949901	6.54934	5.46921	5.40123	0	6.97262	
4.79636	8.98121	6.65267	9.66644	5.45712	4.06399	2.22551	0.887057	2.88083	1.99679	9.21596	3.76306	3.32467	4.80361	3.09686	6.97685	1.12333	3.54311	9.42927	0.402737	5.5245	9.99486	3.57816	6.97262	0	

