15
9999	0.427145	8.3654	6.45599	4.20284	5.98502	7.81122	9.06746	4.81411	4.64102	2.54061	6.62938	6.34	9.98391	8.93021	
0.427145	9999	2.47016	5.60271	6.15233	6.47178	8.65965	0.329366	2.6308	3.4853	4.34313	5.94068	0.0569842	1.63783	8.60226	
8.3654	2.47016	9999	7.3694	1.67974	2.61713	6.95521	1.69523	1.12526	6.26924	2.95693	3.79655	1.51273	4.25264	3.66142	
6.45599	5.60271	7.3694	9999	1.64877	6.52523	8.06569	1.45412	2.12551	8.62412	6.04757	9.77195	4.68262	4.56906	7.61385	
4.20284	6.15233	1.67974	1.64877	9999	6.26074	3.97813	3.7264	9.62377	0.0943342	8.0578	9.57913	3.34349	7.35483	4.01215	
5.98502	6.47178	2.61713	6.52523	6.26074	9999	9.57336	6.14869	1.9421	6.98527	3.46586	7.58196	4.02004	5.03699	5.801	
7.81122	8.65965	6.95521	8.06569	3.97813	9.57336	9999	2.96027	5.31241	5.39319	2.93476	4.14727	2.70702	4.53079	9.18984	
9.06746	0.329366	1.69523	1.45412	3.7264	6.14869	2.96027	9999	1.68338	8.63323	8.03775	3.55149	6.69042	1.21514	2.29343	
4.81411	2.6308	1.12526	2.12551	9.62377	1.9421	5.31241	1.68338	9999	0.942151	7.44319	1.07728	3.90526	9.63409	8.82696	
4.64102	3.4853	6.26924	8.62412	0.0943342	6.98527	5.39319	8.63323	0.942151	9999	8.94205	9.35047	9.43398	9.4686	0.849535	
2.54061	4.34313	2.95693	6.04757	8.0578	3.46586	2.93476	8.03775	7.44319	8.94205	9999	0.610251	0.708333	5.16423	3.70089	
6.62938	5.94068	3.79655	9.77195	9.57913	7.58196	4.14727	3.55149	1.07728	9.35047	0.610251	9999	8.34475	0.176626	2.74163	
6.34	0.0569842	1.51273	4.68262	3.34349	4.02004	2.70702	6.69042	3.90526	9.43398	0.708333	8.34475	9999	0.186343	0.337565	
9.98391	1.63783	4.25264	4.56906	7.35483	5.03699	4.53079	1.21514	9.63409	9.4686	5.16423	0.176626	0.186343	9999	3.68662	
8.93021	8.60226	3.66142	7.61385	4.01215	5.801	9.18984	2.29343	8.82696	0.849535	3.70089	2.74163	0.337565	3.68662	9999	
