25
0	3.67242	3.67424	1.44449	5.907	1.1487	8.44129	5.24352	0.247743	8.89752	8.72439	5.67859	7.17566	6.36081	1.05927	5.60547	6.08133	7.34062	3.967	2.33125	9.78518	3.69871	5.34111	8.0878	9.306	
3.67242	0	3.59024	2.43579	0.60426	9.52595	4.9018	8.53858	3.33041	2.61647	6.91643	4.35947	4.79938	8.22769	9.77975	5.2272	5.78705	7.50559	5.78373	4.31748	2.75484	8.84706	1.14659	2.6068	8.1307	
3.67424	3.59024	0	3.1449	3.00562	4.58124	5.01964	6.84452	0.394882	2.28442	6.19614	9.95649	2.6349	4.9435	6.06713	7.54849	5.50063	8.04913	5.36286	1.16774	7.99021	8.63526	6.14297	0.20484	9.47187	
1.44449	2.43579	3.1449	0	0.230824	8.3715	8.66004	1.12151	4.72959	4.65285	7.51858	0.232939	5.35047	4.38002	7.29802	2.71406	6.23451	4.68759	2.77539	1.346	3.65369	8.75884	3.45066	4.52686	5.27131	
5.907	0.60426	3.00562	0.230824	0	8.88483	1.46051	5.06858	1.23511	5.11874	0.998846	2.07202	3.74131	6.62789	0.655623	5.6517	9.3486	7.38202	3.2301	8.72923	0.681002	2.08441	3.83104	4.17276	0.204236	
1.1487	9.52595	4.58124	8.3715	8.88483	0	4.28575	1.12091	1.79769	5.60336	3.87999	2.31796	4.70753	7.55604	4.12834	7.40679	8.38872	8.5265	6.11034	2.57628	1.83908	5.77225	1.54692	7.73944	4.44981	
8.44129	4.9018	5.01964	8.66004	1.46051	4.28575	0	5.69128	0.29125	0.242909	9.00477	2.99867	4.93836	7.13215	3.13402	1.76566	8.34522	9.87189	8.87878	1.90494	5.71333	3.39174	5.79974	8.33676	7.92646	
5.24352	8.53858	6.84452	1.12151	5.06858	1.12091	5.69128	0	1.85872	3.9948	6.22062	8.19143	6.33905	3.75158	8.98816	7.48263	3.95703	9.20509	3.75732	1.32998	3.81533	1.01969	9.76917	3.75521	1.0768	
0.247743	3.33041	0.394882	4.72959	1.23511	1.79769	0.29125	1.85872	0	5.77618	5.12176	0.994617	3.17844	8.67243	6.74814	9.8157	9.5755	5.6233	9.41084	4.3628	9.68457	0.770434	9.25464	5.14049	9.23137	
8.89752	2.61647	2.28442	4.65285	5.11874	5.60336	0.242909	3.9948	5.77618	0	7.88235	5.79884	4.96948	1.15807	0.258016	9.90694	5.72361	0.209674	6.21759	1.11003	8.98604	7.84942	7.68838	0.431138	6.72518	
8.72439	6.91643	6.19614	7.51858	0.998846	3.87999	9.00477	6.22062	5.12176	7.88235	0	6.81431	7.26962	4.08	3.23947	0.478573	0.490658	3.56517	5.56015	8.22255	0.838111	5.90186	3.6688	2.27083	2.77207	
5.67859	4.35947	9.95649	0.232939	2.07202	2.31796	2.99867	8.19143	0.994617	5.79884	6.81431	0	2.24907	6.42063	4.11535	0.603958	6.56414	6.01788	9.17246	7.85848	3.70536	6.23995	7.28987	6.88863	7.77147	
7.17566	4.79938	2.6349	5.35047	3.74131	4.70753	4.93836	6.33905	3.17844	4.96948	7.26962	2.24907	0	7.06568	5.36105	1.07136	0.805783	1.69224	2.85848	0.34926	2.15723	7.29561	4.73956	3.54402	8.92561	
6.36081	8.22769	4.9435	4.38002	6.62789	7.55604	7.13215	3.75158	8.67243	1.15807	4.08	6.42063	7.06568	0	7.32763	2.74125	6.21427	8.28026	4.90029	9.519	8.37422	9.98489	5.64928	7.33911	1.35355	
1.05927	9.77975	6.06713	7.29802	0.655623	4.12834	3.13402	8.98816	6.74814	0.258016	3.23947	4.11535	5.36105	7.32763	0	2.91105	0.926939	4.68699	7.11281	1.67834	7.3234	3.09777	0.788562	8.00411	5.65593	
5.60547	5.2272	7.54849	2.71406	5.6517	7.40679	1.76566	7.48263	9.8157	9.90694	0.478573	0.603958	1.07136	2.74125	2.91105	0	8.16786	7.59381	3.39295	3.73074	5.86077	6.83787	5.65955	6.62004	8.36455	
6.08133	5.78705	5.50063	6.23451	9.3486	8.38872	8.34522	3.95703	9.5755	5.72361	0.490658	6.56414	0.805783	6.21427	0.926939	8.16786	0	3.49779	8.9096	9.85195	1.50673	9.00175	7.76995	7.16085	6.89377	
7.34062	7.50559	8.04913	4.68759	7.38202	8.5265	9.87189	9.20509	5.6233	0.209674	3.56517	6.01788	1.69224	8.28026	4.68699	7.59381	3.49779	0	4.55616	4.69756	9.39362	1.67562	4.88337	3.15668	6.82126	
3.967	5.78373	5.36286	2.77539	3.2301	6.11034	8.87878	3.75732	9.41084	6.21759	5.56015	9.17246	2.85848	4.90029	7.11281	3.39295	8.9096	4.55616	0	8.10351	8.59055	4.2927	0.148946	6.68227	2.54758	
2.33125	4.31748	1.16774	1.346	8.72923	2.57628	1.90494	1.32998	4.3628	1.11003	8.22255	7.85848	0.34926	9.519	1.67834	3.73074	9.85195	4.69756	8.10351	0	9.89335	2.7769	4.88247	4.48939	9.66463	
9.78518	2.75484	7.99021	3.65369	0.681002	1.83908	5.71333	3.81533	9.68457	8.98604	0.838111	3.70536	2.15723	8.37422	7.3234	5.86077	1.50673	9.39362	8.59055	9.89335	0	0.999753	4.31838	4.31808	5.11451	
3.69871	8.84706	8.63526	8.75884	2.08441	5.77225	3.39174	1.01969	0.770434	7.84942	5.90186	6.23995	7.29561	9.98489	3.09777	6.83787	9.00175	1.67562	4.2927	2.7769	0.999753	0	2.40437	0.35349	6.12575	
5.34111	1.14659	6.14297	3.45066	3.83104	1.54692	5.79974	9.76917	9.25464	7.68838	3.6688	7.28987	4.73956	5.64928	0.788562	5.65955	7.76995	4.88337	0.148946	4.88247	4.31838	2.40437	0	8.47	0.750191	
8.0878	2.6068	0.20484	4.52686	4.17276	7.73944	8.33676	3.75521	5.14049	0.431138	2.27083	6.88863	3.54402	7.33911	8.00411	6.62004	7.16085	3.15668	6.68227	4.48939	4.31808	0.35349	8.47	0	4.54075	
9.306	8.1307	9.47187	5.27131	0.204236	4.44981	7.92646	1.0768	9.23137	6.72518	2.77207	7.77147	8.92561	1.35355	5.65593	8.36455	6.89377	6.82126	2.54758	9.66463	5.11451	6.12575	0.750191	4.54075	0	

