25
0	3.78784	7.41465	9.21657	5.10937	9.35374	8.64554	6.36413	5.67315	8.45761	9.19935	0.450172	8.73285	6.83697	1.84724	7.96544	5.1568	4.91661	1.87141	7.64457	9.74742	1.31971	8.06937	4.23953	9.76162	
3.78784	0	4.98368	7.24726	1.42969	7.81709	1.73786	6.42002	0.509088	7.26902	4.35766	2.6914	7.83159	1.01154	3.24702	3.73768	9.24859	9.79787	6.16804	8.86307	3.4286	3.32557	3.967	4.15402	2.78536	
7.41465	4.98368	0	7.58837	1.21427	0.498514	4.80331	4.03347	8.11439	9.59816	0.895215	3.22889	3.89238	6.53604	5.77527	7.48323	5.623	1.73575	6.17983	7.51647	5.20635	3.5703	9.92537	4.82748	7.4506	
9.21657	7.24726	7.58837	0	4.3483	5.03263	6.85691	1.27228	8.55308	9.90573	6.39102	7.87389	8.34703	4.49543	1.20279	8.20533	4.42443	2.63822	5.9783	2.47144	6.92519	5.99855	3.6265	3.9954	5.58583	
5.10937	1.42969	1.21427	4.3483	0	0.800647	5.81515	2.39319	2.25028	5.09003	1.53392	5.27313	5.80851	0.99794	3.1304	5.31814	3.48994	7.25421	8.21318	1.75841	6.57955	7.62463	7.67388	2.29862	6.27832	
9.35374	7.81709	0.498514	5.03263	0.800647	0	0.413312	6.72095	5.80095	7.08623	3.51108	1.07257	0.69339	3.11801	2.92223	3.90899	9.10508	5.33778	5.96108	6.32455	3.78814	4.92054	8.84494	6.48498	5.04411	
8.64554	1.73786	4.80331	6.85691	5.81515	0.413312	0	0.523893	0.272518	0.128098	6.50099	4.38455	8.72288	8.21258	7.26207	6.51248	8.15125	4.65254	7.17898	9.91057	6.6297	8.04792	5.16103	7.1811	3.90476	
6.36413	6.42002	4.03347	1.27228	2.39319	6.72095	0.523893	0	2.34122	5.78011	1.55296	3.81201	9.71479	4.77884	2.09076	5.13173	0.457424	8.2437	7.01311	8.31923	2.71647	6.55115	3.89389	1.29282	7.76391	
5.67315	0.509088	8.11439	8.55308	2.25028	5.80095	0.272518	2.34122	0	7.34667	0.662874	1.31941	3.98664	9.06429	7.28171	7.27234	2.54124	9.34951	1.8137	8.60565	1.77321	9.09179	8.66608	4.32443	0.844154	
8.45761	7.26902	9.59816	9.90573	5.09003	7.08623	0.128098	5.78011	7.34667	0	7.42764	5.91637	9.9855	9.66735	7.82283	7.30407	6.01184	7.19499	0.8931	6.10369	3.36123	3.06091	3.47453	7.65454	1.62517	
